CaseID,Activity,CompleteTimestamp,org:resource,org:role,case:Project,case:Task,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber,CumTimeInterval
3930,Request For Payment REJECTED by ADMINISTRATION,2018-07-03 11:26:05+00:00,STAFF MEMBER,ADMINISTRATION,project 503,UNKNOWN,organizational unit 65482,0,98.5732884588066,UNKNOWN,request for payment number 160196,46663727.0
3930,Request For Payment REJECTED by EMPLOYEE,2018-07-19 15:34:15+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65482,0,98.5732884588066,UNKNOWN,request for payment number 160196,48061017.0
3930,Request For Payment SUBMITTED by EMPLOYEE,2018-08-24 15:25:25+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65482,0,98.5732884588066,UNKNOWN,request for payment number 160196,51170887.0
3930,Request For Payment REJECTED by ADMINISTRATION,2018-08-24 15:25:33+00:00,STAFF MEMBER,ADMINISTRATION,project 503,UNKNOWN,organizational unit 65482,0,98.5732884588066,UNKNOWN,request for payment number 160196,51170895.0
3930,Request For Payment REJECTED by EMPLOYEE,2018-08-27 16:01:04+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65482,0,98.5732884588066,UNKNOWN,request for payment number 160196,51432226.0
3930,Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 12:41:06+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65482,0,98.5732884588066,UNKNOWN,request for payment number 160196,51506628.0
3930,Request For Payment REJECTED by ADMINISTRATION,2018-08-28 12:41:10+00:00,STAFF MEMBER,ADMINISTRATION,project 503,UNKNOWN,organizational unit 65482,0,98.5732884588066,UNKNOWN,request for payment number 160196,51506632.0
3930,Request For Payment REJECTED by EMPLOYEE,2018-09-06 11:35:43+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65482,0,98.5732884588066,UNKNOWN,request for payment number 160196,52280305.0
3930,Request For Payment SUBMITTED by EMPLOYEE,2018-09-12 10:17:03+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65482,0,98.5732884588066,UNKNOWN,request for payment number 160196,52793985.0
3930,Request For Payment APPROVED by ADMINISTRATION,2018-09-12 10:17:06+00:00,STAFF MEMBER,ADMINISTRATION,project 503,UNKNOWN,organizational unit 65482,0,98.5732884588066,UNKNOWN,request for payment number 160196,52793988.0
3930,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-09-12 15:58:34+00:00,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65482,0,98.5732884588066,UNKNOWN,request for payment number 160196,52814476.0
3930,Request Payment,2018-09-14 10:53:04+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65482,0,98.5732884588066,UNKNOWN,request for payment number 160196,52968946.0
3930,Payment Handled,2018-09-20 17:31:17+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65482,0,98.5732884588066,UNKNOWN,request for payment number 160196,53511239.0
3931,Request For Payment SUBMITTED by EMPLOYEE,2018-06-29 15:58:45+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0,318.9047146999071,UNKNOWN,request for payment number 167154,46334487.0
3931,Request For Payment APPROVED by ADMINISTRATION,2018-06-29 15:58:49+00:00,STAFF MEMBER,ADMINISTRATION,project 503,UNKNOWN,organizational unit 65458,0,318.9047146999071,UNKNOWN,request for payment number 167154,46334491.0
3931,Request For Payment APPROVED by BUDGET OWNER,2018-07-09 16:19:59+00:00,STAFF MEMBER,BUDGET OWNER,project 503,UNKNOWN,organizational unit 65458,0,318.9047146999071,UNKNOWN,request for payment number 167154,47199761.0
3931,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-10 08:47:40+00:00,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65458,0,318.9047146999071,UNKNOWN,request for payment number 167154,47259022.0
3931,Request Payment,2018-07-17 08:26:06+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0,318.9047146999071,UNKNOWN,request for payment number 167154,47862528.0
3931,Payment Handled,2018-07-19 17:32:04+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0,318.9047146999071,UNKNOWN,request for payment number 167154,48068086.0
3932,Request For Payment SUBMITTED by EMPLOYEE,2018-06-29 15:59:41+00:00,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65461,0,35.525784492671406,UNKNOWN,request for payment number 167160,46334543.0
3932,Request For Payment APPROVED by ADMINISTRATION,2018-06-29 16:00:19+00:00,STAFF MEMBER,ADMINISTRATION,project 147556,UNKNOWN,organizational unit 65461,0,35.525784492671406,UNKNOWN,request for payment number 167160,46334581.0
3932,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-04 08:41:31+00:00,STAFF MEMBER,SUPERVISOR,project 147556,UNKNOWN,organizational unit 65461,0,35.525784492671406,UNKNOWN,request for payment number 167160,46740253.0
3932,Request Payment,2018-07-05 16:00:59+00:00,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65461,0,35.525784492671406,UNKNOWN,request for payment number 167160,46853021.0
3932,Payment Handled,2018-07-09 17:31:27+00:00,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65461,0,35.525784492671406,UNKNOWN,request for payment number 167160,47204049.0
3933,Request For Payment SUBMITTED by EMPLOYEE,2018-06-29 16:15:46+00:00,STAFF MEMBER,EMPLOYEE,project 148052,UNKNOWN,organizational unit 65469,0,21.239817610591956,UNKNOWN,request for payment number 167165,46335508.0
3933,Request For Payment APPROVED by ADMINISTRATION,2018-06-29 16:15:51+00:00,STAFF MEMBER,ADMINISTRATION,project 148052,UNKNOWN,organizational unit 65469,0,21.239817610591956,UNKNOWN,request for payment number 167165,46335513.0
3933,Request For Payment APPROVED by BUDGET OWNER,2018-06-29 16:23:29+00:00,STAFF MEMBER,BUDGET OWNER,project 148052,UNKNOWN,organizational unit 65469,0,21.239817610591956,UNKNOWN,request for payment number 167165,46335971.0
3933,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-03 08:53:06+00:00,STAFF MEMBER,SUPERVISOR,project 148052,UNKNOWN,organizational unit 65469,0,21.239817610591956,UNKNOWN,request for payment number 167165,46654548.0
3933,Request Payment,2018-07-03 12:43:06+00:00,SYSTEM,UNDEFINED,project 148052,UNKNOWN,organizational unit 65469,0,21.239817610591956,UNKNOWN,request for payment number 167165,46668348.0
3933,Payment Handled,2018-07-05 17:31:35+00:00,SYSTEM,UNDEFINED,project 148052,UNKNOWN,organizational unit 65469,0,21.239817610591956,UNKNOWN,request for payment number 167165,46858457.0
3934,Request For Payment SUBMITTED by EMPLOYEE,2018-06-29 18:16:55+00:00,STAFF MEMBER,EMPLOYEE,UNKNOWN,task 170004,organizational unit 65458,0,1224.550875893079,activity 505,UNKNOWN,46342777.0
3934,Request For Payment REJECTED by ADMINISTRATION,2018-06-29 18:17:02+00:00,STAFF MEMBER,ADMINISTRATION,UNKNOWN,task 170004,organizational unit 65458,0,1224.550875893079,activity 505,UNKNOWN,46342784.0
3934,Request For Payment REJECTED by EMPLOYEE,2018-07-03 12:24:07+00:00,STAFF MEMBER,EMPLOYEE,UNKNOWN,task 170004,organizational unit 65458,0,1224.550875893079,activity 505,UNKNOWN,46667209.0
3935,Request For Payment SUBMITTED by EMPLOYEE,2018-06-29 20:15:00+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0,51.69272381498297,UNKNOWN,request for payment number 160210,46349862.0
3935,Request For Payment APPROVED by ADMINISTRATION,2018-06-29 20:15:10+00:00,STAFF MEMBER,ADMINISTRATION,project 147546,UNKNOWN,organizational unit 65458,0,51.69272381498297,UNKNOWN,request for payment number 160210,46349872.0
3935,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-03 12:25:45+00:00,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0,51.69272381498297,UNKNOWN,request for payment number 160210,46667307.0
3935,Request Payment,2018-07-04 16:14:15+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0,51.69272381498297,UNKNOWN,request for payment number 160210,46767417.0
3935,Payment Handled,2018-07-05 17:31:35+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0,51.69272381498297,UNKNOWN,request for payment number 160210,46858457.0
3936,Request For Payment SUBMITTED by EMPLOYEE,2018-06-30 13:01:09+00:00,STAFF MEMBER,EMPLOYEE,project 147908,UNKNOWN,organizational unit 65456,0,879.0201753993056,UNKNOWN,request for payment number 162449,46410231.0
3936,Request For Payment APPROVED by ADMINISTRATION,2018-07-04 11:39:21+00:00,STAFF MEMBER,ADMINISTRATION,project 147908,UNKNOWN,organizational unit 65456,0,879.0201753993056,UNKNOWN,request for payment number 162449,46750923.0
3936,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-05 09:08:03+00:00,STAFF MEMBER,SUPERVISOR,project 147908,UNKNOWN,organizational unit 65456,0,879.0201753993056,UNKNOWN,request for payment number 162449,46828245.0
3936,Request Payment,2018-07-10 09:21:29+00:00,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65456,0,879.0201753993056,UNKNOWN,request for payment number 162449,47261051.0
3936,Payment Handled,2018-07-12 17:31:21+00:00,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65456,0,879.0201753993056,UNKNOWN,request for payment number 162449,47463243.0
3937,Request For Payment SUBMITTED by EMPLOYEE,2018-06-30 13:32:04+00:00,STAFF MEMBER,EMPLOYEE,project 147649,task 156854,organizational unit 65456,0,94.61923507323976,activity 505,request for payment number 162454,46412086.0
3937,Request For Payment APPROVED by ADMINISTRATION,2018-06-30 13:36:57+00:00,STAFF MEMBER,ADMINISTRATION,project 147649,task 156854,organizational unit 65456,0,94.61923507323976,activity 505,request for payment number 162454,46412379.0
3937,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-05 09:03:40+00:00,STAFF MEMBER,SUPERVISOR,project 147649,task 156854,organizational unit 65456,0,94.61923507323976,activity 505,request for payment number 162454,46827982.0
3937,Request Payment,2018-07-05 16:03:30+00:00,SYSTEM,UNDEFINED,project 147649,task 156854,organizational unit 65456,0,94.61923507323976,activity 505,request for payment number 162454,46853172.0
3937,Payment Handled,2018-07-09 17:31:27+00:00,SYSTEM,UNDEFINED,project 147649,task 156854,organizational unit 65456,0,94.61923507323976,activity 505,request for payment number 162454,47204049.0
3938,Request For Payment SUBMITTED by EMPLOYEE,2018-06-30 14:32:40+00:00,STAFF MEMBER,EMPLOYEE,project 151278,task 162460,organizational unit 65458,0,333.4366997290343,activity 505,request for payment number 162459,46415722.0
3938,Request For Payment APPROVED by ADMINISTRATION,2018-06-30 14:37:58+00:00,STAFF MEMBER,ADMINISTRATION,project 151278,task 162460,organizational unit 65458,0,333.4366997290343,activity 505,request for payment number 162459,46416040.0
3938,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-03 12:26:42+00:00,STAFF MEMBER,SUPERVISOR,project 151278,task 162460,organizational unit 65458,0,333.4366997290343,activity 505,request for payment number 162459,46667364.0
3938,Request Payment,2018-07-04 09:16:10+00:00,SYSTEM,UNDEFINED,project 151278,task 162460,organizational unit 65458,0,333.4366997290343,activity 505,request for payment number 162459,46742332.0
3938,Payment Handled,2018-07-05 17:31:35+00:00,SYSTEM,UNDEFINED,project 151278,task 162460,organizational unit 65458,0,333.4366997290343,activity 505,request for payment number 162459,46858457.0
3939,Request For Payment SUBMITTED by EMPLOYEE,2018-06-30 18:01:44+00:00,STAFF MEMBER,EMPLOYEE,UNKNOWN,task 52934,organizational unit 65461,0,536.7430221494831,activity 505,UNKNOWN,46428266.0
3939,Request For Payment REJECTED by ADMINISTRATION,2018-06-30 18:07:07+00:00,STAFF MEMBER,ADMINISTRATION,UNKNOWN,task 52934,organizational unit 65461,0,536.7430221494831,activity 505,UNKNOWN,46428589.0
3939,Request For Payment REJECTED by EMPLOYEE,2018-07-03 10:29:36+00:00,STAFF MEMBER,EMPLOYEE,UNKNOWN,task 52934,organizational unit 65461,0,536.7430221494831,activity 505,UNKNOWN,46660338.0
3940,Request For Payment SUBMITTED by EMPLOYEE,2018-06-30 22:33:36+00:00,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65468,0,39.951885732099456,UNKNOWN,UNKNOWN,46444578.0
3940,Request For Payment REJECTED by ADMINISTRATION,2018-06-30 22:38:20+00:00,STAFF MEMBER,ADMINISTRATION,UNKNOWN,UNKNOWN,organizational unit 65468,0,39.951885732099456,UNKNOWN,UNKNOWN,46444862.0
3940,Request For Payment REJECTED by EMPLOYEE,2018-07-02 12:13:43+00:00,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65468,0,39.951885732099456,UNKNOWN,UNKNOWN,46580185.0
3941,Request For Payment SUBMITTED by EMPLOYEE,2018-07-01 00:48:11+00:00,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65468,0,1148.5977369746558,UNKNOWN,UNKNOWN,46452653.0
3941,Request For Payment REJECTED by ADMINISTRATION,2018-07-01 00:48:15+00:00,STAFF MEMBER,ADMINISTRATION,UNKNOWN,UNKNOWN,organizational unit 65468,0,1148.5977369746558,UNKNOWN,UNKNOWN,46452657.0
3941,Request For Payment REJECTED by EMPLOYEE,2018-07-02 12:24:06+00:00,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65468,0,1148.5977369746558,UNKNOWN,UNKNOWN,46580808.0
3942,Request For Payment SUBMITTED by EMPLOYEE,2018-07-01 12:56:30+00:00,STAFF MEMBER,EMPLOYEE,project 148052,UNKNOWN,organizational unit 65462,0,140.96691140456608,UNKNOWN,request for payment number 161607,46496352.0
3942,Request For Payment REJECTED by ADMINISTRATION,2018-07-01 12:56:35+00:00,STAFF MEMBER,ADMINISTRATION,project 148052,UNKNOWN,organizational unit 65462,0,140.96691140456608,UNKNOWN,request for payment number 161607,46496357.0
3942,Request For Payment REJECTED by EMPLOYEE,2018-07-12 10:31:35+00:00,STAFF MEMBER,EMPLOYEE,project 148052,UNKNOWN,organizational unit 65462,0,140.96691140456608,UNKNOWN,request for payment number 161607,47438057.0
3942,Request For Payment SUBMITTED by EMPLOYEE,2018-07-24 17:14:08+00:00,STAFF MEMBER,EMPLOYEE,project 148052,UNKNOWN,organizational unit 65462,0,140.96691140456608,UNKNOWN,request for payment number 161607,48499010.0
3942,Request For Payment REJECTED by ADMINISTRATION,2018-07-24 17:14:14+00:00,STAFF MEMBER,ADMINISTRATION,project 148052,UNKNOWN,organizational unit 65462,0,140.96691140456608,UNKNOWN,request for payment number 161607,48499016.0
3942,Request For Payment REJECTED by EMPLOYEE,2018-07-26 11:23:42+00:00,STAFF MEMBER,EMPLOYEE,project 148052,UNKNOWN,organizational unit 65462,0,140.96691140456608,UNKNOWN,request for payment number 161607,48650784.0
3942,Request For Payment SUBMITTED by EMPLOYEE,2018-07-28 19:18:59+00:00,STAFF MEMBER,EMPLOYEE,project 148052,UNKNOWN,organizational unit 65462,0,140.96691140456608,UNKNOWN,request for payment number 161607,48852101.0
3942,Request For Payment APPROVED by ADMINISTRATION,2018-07-28 19:19:02+00:00,STAFF MEMBER,ADMINISTRATION,project 148052,UNKNOWN,organizational unit 65462,0,140.96691140456608,UNKNOWN,request for payment number 161607,48852104.0
3942,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-30 12:14:54+00:00,STAFF MEMBER,SUPERVISOR,project 148052,UNKNOWN,organizational unit 65462,0,140.96691140456608,UNKNOWN,request for payment number 161607,48999456.0
3942,Request Payment,2018-08-02 19:24:11+00:00,SYSTEM,UNDEFINED,project 148052,UNKNOWN,organizational unit 65462,0,140.96691140456608,UNKNOWN,request for payment number 161607,49284413.0
3942,Payment Handled,2018-08-06 17:31:07+00:00,SYSTEM,UNDEFINED,project 148052,UNKNOWN,organizational unit 65462,0,140.96691140456608,UNKNOWN,request for payment number 161607,49623229.0
3943,Request For Payment SUBMITTED by EMPLOYEE,2018-07-01 17:30:20+00:00,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65463,0,33.28618606065681,UNKNOWN,UNKNOWN,46512782.0
3943,Request For Payment REJECTED by ADMINISTRATION,2018-07-01 17:30:33+00:00,STAFF MEMBER,ADMINISTRATION,UNKNOWN,UNKNOWN,organizational unit 65463,0,33.28618606065681,UNKNOWN,UNKNOWN,46512795.0
3943,Request For Payment REJECTED by EMPLOYEE,2018-07-02 15:42:08+00:00,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65463,0,33.28618606065681,UNKNOWN,UNKNOWN,46592690.0
3944,Request For Payment SUBMITTED by EMPLOYEE,2018-07-01 21:02:20+00:00,STAFF MEMBER,EMPLOYEE,project 152745,task 48624,organizational unit 65465,0,600.8733788285579,activity 505,request for payment number 170009,46525502.0
3944,Request For Payment APPROVED by ADMINISTRATION,2018-07-01 21:05:26+00:00,STAFF MEMBER,ADMINISTRATION,project 152745,task 48624,organizational unit 65465,0,600.8733788285579,activity 505,request for payment number 170009,46525688.0
3944,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-03 15:59:33+00:00,STAFF MEMBER,SUPERVISOR,project 152745,task 48624,organizational unit 65465,0,600.8733788285579,activity 505,request for payment number 170009,46680135.0
3944,Request Payment,2018-07-05 09:06:34+00:00,SYSTEM,UNDEFINED,project 152745,task 48624,organizational unit 65465,0,600.8733788285579,activity 505,request for payment number 170009,46828156.0
3944,Payment Handled,2018-07-09 17:31:27+00:00,SYSTEM,UNDEFINED,project 152745,task 48624,organizational unit 65465,0,600.8733788285579,activity 505,request for payment number 170009,47204049.0
3945,Request For Payment SUBMITTED by EMPLOYEE,2018-07-01 21:07:29+00:00,STAFF MEMBER,EMPLOYEE,project 147908,UNKNOWN,organizational unit 65465,0,128.84970543882028,UNKNOWN,request for payment number 170014,46525811.0
3945,Request For Payment APPROVED by ADMINISTRATION,2018-07-01 21:07:32+00:00,STAFF MEMBER,ADMINISTRATION,project 147908,UNKNOWN,organizational unit 65465,0,128.84970543882028,UNKNOWN,request for payment number 170014,46525814.0
3945,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-03 16:00:20+00:00,STAFF MEMBER,SUPERVISOR,project 147908,UNKNOWN,organizational unit 65465,0,128.84970543882028,UNKNOWN,request for payment number 170014,46680182.0
3945,Request Payment,2018-07-05 09:06:32+00:00,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65465,0,128.84970543882028,UNKNOWN,request for payment number 170014,46828154.0
3945,Payment Handled,2018-07-09 17:31:27+00:00,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65465,0,128.84970543882028,UNKNOWN,request for payment number 170014,47204049.0
3946,Request For Payment SUBMITTED by EMPLOYEE,2018-07-01 21:09:30+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65465,0,637.8698289050509,UNKNOWN,request for payment number 170019,46525932.0
3946,Request For Payment APPROVED by ADMINISTRATION,2018-07-01 21:09:34+00:00,STAFF MEMBER,ADMINISTRATION,project 147546,UNKNOWN,organizational unit 65465,0,637.8698289050509,UNKNOWN,request for payment number 170019,46525936.0
3946,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-03 16:01:41+00:00,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65465,0,637.8698289050509,UNKNOWN,request for payment number 170019,46680263.0
3946,Request Payment,2018-07-05 09:06:32+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65465,0,637.8698289050509,UNKNOWN,request for payment number 170019,46828154.0
3946,Payment Handled,2018-07-09 17:31:27+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65465,0,637.8698289050509,UNKNOWN,request for payment number 170019,47204049.0
3947,Request For Payment SUBMITTED by EMPLOYEE,2018-07-01 21:11:31+00:00,STAFF MEMBER,EMPLOYEE,project 147546,task 48624,organizational unit 65465,0,151.8130192794021,activity 505,request for payment number 170024,46526053.0
3947,Request For Payment APPROVED by ADMINISTRATION,2018-07-01 21:11:48+00:00,STAFF MEMBER,ADMINISTRATION,project 147546,task 48624,organizational unit 65465,0,151.8130192794021,activity 505,request for payment number 170024,46526070.0
3947,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-03 16:02:29+00:00,STAFF MEMBER,SUPERVISOR,project 147546,task 48624,organizational unit 65465,0,151.8130192794021,activity 505,request for payment number 170024,46680311.0
3947,Request Payment,2018-07-05 09:06:33+00:00,SYSTEM,UNDEFINED,project 147546,task 48624,organizational unit 65465,0,151.8130192794021,activity 505,request for payment number 170024,46828155.0
3947,Payment Handled,2018-07-09 17:31:27+00:00,SYSTEM,UNDEFINED,project 147546,task 48624,organizational unit 65465,0,151.8130192794021,activity 505,request for payment number 170024,47204049.0
3948,Request For Payment SUBMITTED by EMPLOYEE,2018-07-01 21:12:40+00:00,STAFF MEMBER,EMPLOYEE,project 147546,task 48624,organizational unit 65465,0,284.4899436916527,activity 505,request for payment number 161868,46526122.0
3948,Request For Payment APPROVED by ADMINISTRATION,2018-07-01 21:13:05+00:00,STAFF MEMBER,ADMINISTRATION,project 147546,task 48624,organizational unit 65465,0,284.4899436916527,activity 505,request for payment number 161868,46526147.0
3948,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-03 16:04:21+00:00,STAFF MEMBER,SUPERVISOR,project 147546,task 48624,organizational unit 65465,0,284.4899436916527,activity 505,request for payment number 161868,46680423.0
3948,Request Payment,2018-07-05 09:06:29+00:00,SYSTEM,UNDEFINED,project 147546,task 48624,organizational unit 65465,0,284.4899436916527,activity 505,request for payment number 161868,46828151.0
3948,Payment Handled,2018-07-09 17:31:27+00:00,SYSTEM,UNDEFINED,project 147546,task 48624,organizational unit 65465,0,284.4899436916527,activity 505,request for payment number 161868,47204049.0
3949,Request For Payment SUBMITTED by EMPLOYEE,2018-07-01 21:16:30+00:00,STAFF MEMBER,EMPLOYEE,project 147572,task 48624,organizational unit 65465,0,509.0201234662306,activity 505,request for payment number 161873,46526352.0
3949,Request For Payment APPROVED by ADMINISTRATION,2018-07-01 21:17:08+00:00,STAFF MEMBER,ADMINISTRATION,project 147572,task 48624,organizational unit 65465,0,509.0201234662306,activity 505,request for payment number 161873,46526390.0
3949,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-03 16:17:17+00:00,STAFF MEMBER,SUPERVISOR,project 147572,task 48624,organizational unit 65465,0,509.0201234662306,activity 505,request for payment number 161873,46681199.0
3949,Request Payment,2018-07-05 09:06:29+00:00,SYSTEM,UNDEFINED,project 147572,task 48624,organizational unit 65465,0,509.0201234662306,activity 505,request for payment number 161873,46828151.0
3949,Payment Handled,2018-07-09 17:31:27+00:00,SYSTEM,UNDEFINED,project 147572,task 48624,organizational unit 65465,0,509.0201234662306,activity 505,request for payment number 161873,47204049.0
3950,Request For Payment SUBMITTED by EMPLOYEE,2018-07-01 21:22:57+00:00,STAFF MEMBER,EMPLOYEE,project 147843,task 48624,organizational unit 65465,0,586.8402425926467,activity 505,request for payment number 161878,46526739.0
3950,Request For Payment APPROVED by ADMINISTRATION,2018-07-01 21:22:59+00:00,STAFF MEMBER,ADMINISTRATION,project 147843,task 48624,organizational unit 65465,0,586.8402425926467,activity 505,request for payment number 161878,46526741.0
3950,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-03 16:21:39+00:00,STAFF MEMBER,SUPERVISOR,project 147843,task 48624,organizational unit 65465,0,586.8402425926467,activity 505,request for payment number 161878,46681461.0
3950,Request Payment,2018-07-05 09:06:30+00:00,SYSTEM,UNDEFINED,project 147843,task 48624,organizational unit 65465,0,586.8402425926467,activity 505,request for payment number 161878,46828152.0
3950,Payment Handled,2018-07-09 17:31:27+00:00,SYSTEM,UNDEFINED,project 147843,task 48624,organizational unit 65465,0,586.8402425926467,activity 505,request for payment number 161878,47204049.0
3951,Request For Payment SUBMITTED by EMPLOYEE,2018-07-02 07:31:19+00:00,STAFF MEMBER,EMPLOYEE,project 148052,UNKNOWN,organizational unit 65488,0,244.51694733929557,UNKNOWN,request for payment number 161883,46563241.0
3951,Request For Payment APPROVED by ADMINISTRATION,2018-07-02 07:31:26+00:00,STAFF MEMBER,ADMINISTRATION,project 148052,UNKNOWN,organizational unit 65488,0,244.51694733929557,UNKNOWN,request for payment number 161883,46563248.0
3951,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-02 11:35:14+00:00,STAFF MEMBER,SUPERVISOR,project 148052,UNKNOWN,organizational unit 65488,0,244.51694733929557,UNKNOWN,request for payment number 161883,46577876.0
3951,Request Payment,2018-07-05 08:59:20+00:00,SYSTEM,UNDEFINED,project 148052,UNKNOWN,organizational unit 65488,0,244.51694733929557,UNKNOWN,request for payment number 161883,46827722.0
3951,Payment Handled,2018-07-09 17:31:27+00:00,SYSTEM,UNDEFINED,project 148052,UNKNOWN,organizational unit 65488,0,244.51694733929557,UNKNOWN,request for payment number 161883,47204049.0
3952,Request For Payment SUBMITTED by EMPLOYEE,2018-07-02 08:12:39+00:00,STAFF MEMBER,EMPLOYEE,project 147908,UNKNOWN,organizational unit 65461,0,39.7494580785109,UNKNOWN,request for payment number 161888,46565721.0
3952,Request For Payment APPROVED by ADMINISTRATION,2018-07-02 08:13:18+00:00,STAFF MEMBER,ADMINISTRATION,project 147908,UNKNOWN,organizational unit 65461,0,39.7494580785109,UNKNOWN,request for payment number 161888,46565760.0
3952,Request For Payment APPROVED by BUDGET OWNER,2018-07-03 09:49:46+00:00,STAFF MEMBER,BUDGET OWNER,project 147908,UNKNOWN,organizational unit 65461,0,39.7494580785109,UNKNOWN,request for payment number 161888,46657948.0
3952,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-03 10:37:14+00:00,STAFF MEMBER,SUPERVISOR,project 147908,UNKNOWN,organizational unit 65461,0,39.7494580785109,UNKNOWN,request for payment number 161888,46660796.0
3952,Request Payment,2018-07-04 08:39:01+00:00,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65461,0,39.7494580785109,UNKNOWN,request for payment number 161888,46740103.0
3952,Payment Handled,2018-07-05 17:31:35+00:00,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65461,0,39.7494580785109,UNKNOWN,request for payment number 161888,46858457.0
3953,Request For Payment SUBMITTED by EMPLOYEE,2018-07-02 08:15:28+00:00,STAFF MEMBER,EMPLOYEE,project 147908,UNKNOWN,organizational unit 65462,0,39.7494580785109,UNKNOWN,request for payment number 161894,46565890.0
3953,Request For Payment APPROVED by ADMINISTRATION,2018-07-02 08:19:07+00:00,STAFF MEMBER,ADMINISTRATION,project 147908,UNKNOWN,organizational unit 65462,0,39.7494580785109,UNKNOWN,request for payment number 161894,46566109.0
3953,Request For Payment APPROVED by BUDGET OWNER,2018-07-03 09:50:01+00:00,STAFF MEMBER,BUDGET OWNER,project 147908,UNKNOWN,organizational unit 65462,0,39.7494580785109,UNKNOWN,request for payment number 161894,46657963.0
3953,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-03 10:37:14+00:00,STAFF MEMBER,SUPERVISOR,project 147908,UNKNOWN,organizational unit 65462,0,39.7494580785109,UNKNOWN,request for payment number 161894,46660796.0
3953,Request Payment,2018-07-04 08:38:53+00:00,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65462,0,39.7494580785109,UNKNOWN,request for payment number 161894,46740095.0
